,报警时间,报警电话,证件类型,联系人电话,小型客车子类,当事人事故责任,当事人处罚情况,证件号码,姓名,城市,街道,GPS_X,GPS_Y,发生地点,普通路面类型,道路级别,路口,路段,斑马线,信号灯,证件号码合法性,户籍,年龄,电话归属地
2341,2020-11-14 07:06:26,13600531220.0,身份证,15958138219,nan,次要,未发现违法行为,451323200201231414,陈雪,佳市,王街,120.0034,30.00564,普通路面,路口,省道,十字路口,nan,否,无,合法,广西壮族自治区,20,浙江
2342,2020-11-14 07:05:58,13685765175.0,身份证,13685765175,非营运,无责,未发现违法行为,321102198405149381,徐秀兰,张家港市,孙街,120.050977027001,29.858501395219,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,江苏省,38,浙江
2343,2020-11-14 06:43:07,13989882218.0,身份证,13567268663,非营运,无法现场认定,待事故调查,540623201707148564,刘玉兰,成都市,陈街,120.065916871981,30.072736403364,普通路面,路口,城市道路,十字路口,nan,是,无,合法,西藏自治区,5,浙江
2344,2020-11-14 06:33:05,15068117025.0,身份证,13968145760,非营运,无法现场认定,未发现违法行为,350600199603057940,李宇,建华县,佛山路,119.936010004161,30.059310006372,nan,nan,nan,nan,nan,nan,nan,合法,福建省,26,浙江
2345,2020-11-14 05:28:24,13486383901.0,身份证,13486383901,非营运,无法现场认定,待事故调查,220721199210044936,黄辉,兵县,赵路,nan,nan,普通路面,路口,省道,十字路口,nan,否,无,合法,吉林省,30,浙江
2346,2020-11-14 05:07:09,15999566869.0,身份证,19953222533,nan,无法现场认定,未发现违法行为,13093019930314187X,赖军,静市,许路,120.068277087396,30.07035765083,内部道路,nan,nan,nan,nan,nan,nan,合法,河北省,29,不合法的电话号码
2347,2020-11-14 01:27:07,18357030951.0,身份证,18357030951,非营运,无法现场认定,待事故调查,650422201511146370,杨阳,亮市,黄街,119.88067,30.12404,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,新疆维吾尔自治区,7,浙江
2348,2020-11-14 01:04:43,18257132767.0,身份证,18257132767,非营运,nan,nan,131127199609173208,何璐,汕尾县,赵路,119.839322056975,29.889535045049,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,河北省,26,浙江
2349,2020-11-13 23:01:30,18226379696.0,身份证,18226379696,nan,nan,nan,620421199507084574,刘畅,文市,刘路,119.94809909577,30.051588568607,内部道路,nan,nan,nan,nan,nan,nan,合法,甘肃省,27,安徽
2350,2020-11-13 23:00:03,15088677437.0,身份证,15088677437,非营运,无责,未发现违法行为,632524195609249923,朱红,凤英市,张路,119.940167785091,30.04686185353,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,青海省,66,浙江
2351,2020-11-13 22:51:07,13567181220.0,身份证,15068702737,非营运,全部,已处罚,650402201501034687,李阳,彬县,石街,119.8296,30.02272,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,新疆维吾尔自治区,7,浙江
2352,2020-11-13 22:39:17,18606511891.0,身份证,18606511891,非营运,nan,nan,361129200002124881,徐桂英,阜新县,李路,120.049974300854,30.062409411718,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,江西省,22,浙江
2353,2020-11-13 21:33:27,nan,身份证,13616813992,非营运,无法现场认定,待事故调查,210104195102141799,周刚,凤英市,沈阳街,119.941109224667,30.063365816546,普通路面,路口,城市道路,十字路口,nan,否,有,合法,辽宁省,71,浙江
2354,2020-11-13 21:12:19,15700165133.0,身份证,18868866578,非营运,无责,未发现违法行为,620300198510157971,马亮,乌鲁木齐市,廖路,119.66851,29.98639,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,甘肃省,37,浙江
2355,2020-11-13 20:50:30,18694551635.0,nan,nan,nan,nan,nan,340827198802097325,陈丽娟,太原县,王路,119.935530003972,30.057100006133,内部道路,nan,nan,nan,nan,nan,nan,合法,安徽省,34,未录入电话号码
2356,2020-11-13 20:23:07,15079208162.0,身份证,13685762759,非营运,无法现场认定,待事故调查,130925199302224672,刘建国,汕尾市,惠州街,nan,nan,内部道路,nan,nan,nan,nan,nan,nan,合法,河北省,29,浙江
2357,2020-11-13 20:18:12,13758212073.0,身份证,13588817299,非营运,无责,未发现违法行为,532524197802097090,陈志强,成都县,李街,119.96139,30.12611,普通路面,路口,省道,十字路口,nan,是,无,合法,云南省,44,浙江
2358,2020-11-13 20:05:43,13777873496.0,身份证,18458214450,nan,nan,nan,341321199808093261,余秀英,巢湖县,傅街,119.90167,30.08574,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,安徽省,24,不合法的电话号码
2359,2020-11-13 19:55:27,15157115222.0,身份证,18657149235,nan,无法现场认定,待事故调查,43018119950710914X,周岩,秀华县,合山街,119.938614678857,30.039446325648,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,湖南省,27,浙江
2360,2020-11-13 19:51:33,13958078921.0,身份证,13958078921,非营运,无责,未发现违法行为,540225201408055705,周婷,杰市,黄路,119.944199605642,30.055098630084,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,西藏自治区,8,浙江
2361,2020-11-13 19:50:57,13968155232.0,身份证,15888895267,nan,无责,未发现违法行为,371721200003212852,侯云,佛山县,刘街,119.911546513785,30.162507070895,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山东省,22,浙江
2362,2020-11-13 19:43:19,18268898875.0,身份证,13516778452,nan,无法现场认定,待事故调查,420984199702285537,李想,静县,廖街,119.94854,30.05594,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,湖北省,25,浙江
2363,2020-11-13 19:33:03,15988132585.0,身份证,15988132585,非营运,nan,nan,320322198307189692,傅凤英,巢湖市,昆明路,120.04299,30.0372,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,江苏省,39,浙江
2364,2020-11-13 19:18:00,18657126060.0,身份证,18657126060,非营运,nan,nan,210181199907272420,蒋丹丹,海口县,许街,119.934740003673,30.071540005758,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,辽宁省,23,浙江
2365,2020-11-13 19:13:22,15167324003.0,身份证,18968019111,非营运,无法现场认定,待事故调查,433123195411014956,田明,郑州市,西宁路,120.243113268487,30.177915252252,内部道路,nan,nan,nan,nan,nan,nan,合法,湖南省,68,浙江
2366,2020-11-13 19:09:15,18768129916.0,身份证,15256800590,nan,无责,未发现违法行为,211321198403045137,闵璐,想市,佛山路,119.920163826832,30.050128434719,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,辽宁省,38,安徽
2367,2020-11-13 18:59:06,15267022899.0,身份证,15267022899,非营运,无法现场认定,待事故调查,610681201912282174,王华,潮州市,李街,120.243199194644,30.177841076428,普通路面,路段,城市道路,nan,路边缺口,否,无,合法,陕西省,3,浙江
2368,2020-11-13 18:44:40,nan,护照,13963696365,非营运,nan,nan,330523198303025171,谢璐,关岭市,王路,120.247495119716,30.173686655504,内部道路,nan,nan,nan,nan,nan,nan,合法,浙江省,39,山东
2369,2020-11-13 18:34:01,nan,身份证,13255701063,nan,无法现场认定,待事故调查,230606198201042777,张峰,潜江市,太原街,119.894941707026,30.047973606918,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,黑龙江省,40,浙江
2370,2020-11-13 18:31:23,nan,身份证,13963636363,非营运,nan,nan,530828200306148332,郝玉华,乌鲁木齐市,南京路,119.841719238932,29.891062338698,nan,nan,nan,nan,nan,nan,nan,合法,云南省,19,山东
2371,2020-11-13 18:24:22,nan,身份证,13963693696,非营运,nan,nan,130982199510209159,刘秀华,长春市,王路,119.820637157599,29.916348176393,nan,nan,nan,nan,nan,nan,nan,合法,河北省,27,山东
2372,2020-11-13 18:12:41,17706423497.0,身份证,13732293324,非营运,全部,已处罚,420822199804264855,蒋丹,巢湖市,天津路,119.98077,30.14682,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,湖北省,24,浙江
2373,2020-11-13 18:01:36,18106543092.0,身份证,13806510995,nan,无责,未发现违法行为,440511200312227672,厉倩,哈尔滨县,哈尔滨街,119.94547,30.00231,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,广东省,19,浙江
2374,2020-11-13 17:56:53,13588026987.0,身份证,13634134451,nan,nan,nan,440703199406147185,毕强,志强县,任街,119.928318,30.098142,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,广东省,28,浙江
2375,2020-11-13 17:43:35,15858260682.0,身份证,15858260682,非营运,无责,未发现违法行为,640221196604038587,雷兰英,玉梅市,西安路,119.979058383296,30.076356827106,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,宁夏回族自治区,56,浙江
2376,2020-11-13 17:35:19,15869119409.0,身份证,15869119409,非营运,无法现场认定,未发现违法行为,632800195705207358,钟桂荣,兴城县,刘路,119.95472,30.05424,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,青海省,65,浙江
2377,2020-11-13 17:33:08,13868170901.0,身份证,13868170901,非营运,无责,未发现违法行为,830000195905028479,王梅,福州市,许路,119.90715,30.04878,内部道路,nan,nan,nan,nan,nan,nan,合法,地区码无效,63,浙江
2378,2020-11-13 17:19:28,18757570699.0,身份证,18757570699,非营运,无责,未发现违法行为,520424200010034310,曾雪梅,马鞍山市,济南街,119.74061,30.00113,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,贵州省,22,不合法的电话号码
2379,2020-11-13 17:11:28,18268866966.0,身份证,18268866966,非营运,无法现场认定,待事故调查,469026200310226712,梁成,冬梅县,昆明街,120.00004,30.15941,普通路面,路段,城市道路,nan,路边缺口,否,无,合法,海南省,19,浙江
2380,2020-11-13 17:10:57,13738062226.0,身份证,13685791877,非营运,无责,未发现违法行为,532530198510165006,邓东,丹丹县,高路,120.052712621044,30.082454577795,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,云南省,37,浙江
2381,2020-11-13 17:04:47,15958199745.0,身份证,15867123679,非营运,无责,未发现违法行为,530129199810247770,何玉兰,济南市,傅路,119.926010002272,29.935200004514,普通路面,路口,省道,T字路口,nan,否,无,合法,云南省,24,浙江
2382,2020-11-13 17:04:22,15267162776.0,身份证,15267162776,非营运,无责,未发现违法行为,440800195407072718,王慧,华市,陈路,119.94924179493,30.0686233294,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,广东省,68,浙江
2383,2020-11-13 16:58:50,17551630958.0,身份证,18657174353,非营运,无责,已处罚,370921199510198957,张鑫,东莞县,高街,119.932151958537,30.046356709471,普通路面,路段,城市道路,nan,不在缺口上发生,是,无,合法,山东省,27,浙江
2384,2020-11-13 16:56:42,15906719207.0,身份证,15906719207,非营运,nan,nan,230321198903145006,兰瑜,兰州县,黄街,119.941568251921,30.072021320619,内部道路,nan,nan,nan,nan,nan,nan,合法,黑龙江省,33,浙江
2385,2020-11-13 16:56:31,17767263320.0,身份证,17767263320,非营运,无法现场认定,待事故调查,620321198110015132,段萍,哈尔滨县,吴街,119.948587,30.055958,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,甘肃省,41,不合法的电话号码
2386,2020-11-13 16:51:04,15968159913.0,身份证,15968159913,非营运,nan,nan,450900199703071838,袁琳,哈尔滨市,通辽路,119.896110938267,30.047887670889,内部道路,nan,nan,nan,nan,nan,nan,合法,广西壮族自治区,25,浙江
2387,2020-11-13 16:48:54,nan,身份证,13868142139,非营运,无法现场认定,待事故调查,361127200012142511,顾辉,秀珍市,银川街,119.902,30.04844,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,江西省,22,浙江
2388,2020-11-13 16:47:09,13735593388.0,身份证,13735593388,非营运,nan,nan,15072220010316408X,丁凤兰,金凤县,郑州街,119.664968961709,29.979317173961,普通路面,路段,城市道路,nan,路边缺口,否,无,合法,内蒙古自治区,21,浙江
2389,2020-11-13 16:41:05,17633603875.0,身份证,17633603875,非营运,无法现场认定,待事故调查,440222199812031390,夏波,晶市,宁德街,119.90167,30.08574,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,广东省,24,不合法的电话号码
2390,2020-11-13 16:40:31,13868171027.0,身份证,13868171027,非营运,无责,未发现违法行为,511600199803256419,李兰英,桂英市,易街,119.739258693882,30.065722791159,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,四川省,24,浙江
2391,2020-11-13 16:31:03,13386528205.0,身份证,13386528205,非营运,无责,未发现违法行为,51332819850215642X,冯玲,澳门市,六盘水街,119.930291266175,30.043487400209,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,四川省,37,浙江
2392,2020-11-13 16:18:10,13750819333.0,身份证,18324482366,nan,无责,未发现违法行为,530300199710252167,黄玉华,永安市,沈阳街,119.947236061959,30.073810791727,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,云南省,25,浙江
2393,2020-11-13 16:17:22,15869114348.0,身份证,15869114348,非营运,无责,未发现违法行为,540627201709077195,刘颖,刚县,孙街,119.930538836623,30.034075108046,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,西藏自治区,5,浙江
2394,2020-11-13 16:16:13,13968163492.0,身份证,13968163492,非营运,无法现场认定,待事故调查,450602199306155057,白玉华,沈阳市,贵阳街,119.946973900484,30.059205530241,普通路面,路口,城市道路,十字路口,nan,否,有,合法,广西壮族自治区,29,浙江
2395,2020-11-13 16:13:16,nan,身份证,15306560411,非营运,无法现场认定,待事故调查,211200198410097157,吕秀荣,深圳县,魏路,119.74604,29.89754,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,辽宁省,38,浙江
2396,2020-11-13 15:59:05,18657130888.0,身份证,15258818597,非营运,nan,nan,430900199709231739,孙冬梅,红梅市,吴路,119.922086806809,30.06918547309,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,湖南省,25,浙江
2397,2020-11-13 15:51:56,nan,身份证,18757129669,nan,无法现场认定,待事故调查,440307199206283039,萧宁,深圳县,荆门路,120.254710056854,30.17108921076,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,广东省,30,不合法的电话号码
2398,2020-11-13 15:51:31,13758172456.0,身份证,17682340867,nan,无责,未发现违法行为,330329198205288979,赵玉英,健市,叶路,120.24697966267,30.174057608835,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,浙江省,40,不合法的电话号码
2399,2020-11-13 15:47:13,nan,身份证,13429176737,非营运,无法现场认定,待事故调查,131121199610115285,祖桂英,太原县,长沙路,119.917757122061,30.055331692521,普通路面,路口,城市道路,十字路口,nan,否,有,合法,河北省,26,浙江
2400,2020-11-13 15:38:29,nan,护照,13963696366,nan,nan,nan,341700200003106024,杨成,六安市,赵街,119.939333075096,30.064410292773,内部道路,nan,nan,nan,nan,nan,nan,合法,安徽省,22,山东
2401,2020-11-13 15:34:51,nan,护照,13963696369,nan,nan,nan,130632199403027149,郭淑兰,海门县,马鞍山街,119.930641753932,30.042944823855,nan,nan,nan,nan,nan,nan,nan,合法,河北省,28,山东
2402,2020-11-13 15:34:22,15557182723.0,身份证,13819138670,nan,无法现场认定,待事故调查,410523198510108906,范畅,六安市,张路,119.91206,30.05219,普通路面,路段,城市道路,nan,路边缺口,否,无,合法,河南省,37,浙江
2403,2020-11-13 15:33:09,17601397785.0,身份证,17601397785,非营运,无法现场认定,待事故调查,421000199611217146,王敏,哈尔滨县,陈路,nan,nan,内部道路,nan,nan,nan,nan,nan,nan,合法,湖北省,26,不合法的电话号码
2404,2020-11-13 15:31:04,nan,身份证,19883152283,客运网约车,无法现场认定,待事故调查,230604198207035997,李平,玉兰市,刘路,119.918955832663,30.012953054723,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,黑龙江省,40,不合法的电话号码
